"Plot Title: Tank_3"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20174087, SEN S/N: 20174087)","End Of File (LGR S/N: 20174087)"
97,03/03/23 09:00:00 PM,6.775,
98,03/03/23 09:05:00 PM,6.775,
99,03/03/23 09:10:00 PM,6.775,
100,03/03/23 09:15:00 PM,6.775,
101,03/03/23 09:20:00 PM,6.775,
102,03/03/23 09:25:00 PM,6.775,
103,03/03/23 09:30:00 PM,6.775,
104,03/03/23 09:35:00 PM,6.775,
105,03/03/23 09:40:00 PM,6.674,
106,03/03/23 09:45:00 PM,6.674,
107,03/03/23 09:50:00 PM,6.674,
108,03/03/23 09:55:00 PM,6.674,
109,03/03/23 10:00:00 PM,6.674,
110,03/03/23 10:05:00 PM,6.674,
111,03/03/23 10:10:00 PM,6.674,
112,03/03/23 10:15:00 PM,6.674,
113,03/03/23 10:20:00 PM,6.674,
114,03/03/23 10:25:00 PM,6.674,
115,03/03/23 10:30:00 PM,6.674,
116,03/03/23 10:35:00 PM,6.573,
117,03/03/23 10:40:00 PM,6.573,
118,03/03/23 10:45:00 PM,6.573,
119,03/03/23 10:50:00 PM,6.573,
120,03/03/23 10:55:00 PM,6.573,
121,03/03/23 11:00:00 PM,6.573,
122,03/03/23 11:05:00 PM,6.573,
123,03/03/23 11:10:00 PM,6.573,
124,03/03/23 11:15:00 PM,6.573,
125,03/03/23 11:20:00 PM,6.573,
126,03/03/23 11:25:00 PM,6.573,
127,03/03/23 11:30:00 PM,6.573,
128,03/03/23 11:35:00 PM,6.573,
129,03/03/23 11:40:00 PM,6.674,
130,03/03/23 11:45:00 PM,6.674,
131,03/03/23 11:50:00 PM,6.674,
132,03/03/23 11:55:00 PM,6.775,
133,03/04/23 12:00:00 AM,6.775,
134,03/04/23 12:05:00 AM,6.775,
135,03/04/23 12:10:00 AM,6.775,
136,03/04/23 12:15:00 AM,6.775,
137,03/04/23 12:20:00 AM,6.775,
138,03/04/23 12:25:00 AM,6.775,
139,03/04/23 12:30:00 AM,6.775,
140,03/04/23 12:35:00 AM,6.775,
141,03/04/23 12:40:00 AM,6.775,
142,03/04/23 12:45:00 AM,6.775,
143,03/04/23 12:50:00 AM,6.775,
144,03/04/23 12:55:00 AM,6.775,
145,03/04/23 01:00:00 AM,6.775,
146,03/04/23 01:05:00 AM,6.775,
147,03/04/23 01:10:00 AM,6.775,
148,03/04/23 01:15:00 AM,6.775,
149,03/04/23 01:20:00 AM,6.775,
150,03/04/23 01:25:00 AM,6.775,
151,03/04/23 01:30:00 AM,6.775,
152,03/04/23 01:35:00 AM,6.775,
153,03/04/23 01:40:00 AM,6.775,
154,03/04/23 01:45:00 AM,6.775,
155,03/04/23 01:50:00 AM,6.775,
156,03/04/23 01:55:00 AM,6.775,
157,03/04/23 02:00:00 AM,6.775,
158,03/04/23 02:05:00 AM,6.775,
159,03/04/23 02:10:00 AM,6.674,
160,03/04/23 02:15:00 AM,6.674,
161,03/04/23 02:20:00 AM,6.674,
162,03/04/23 02:25:00 AM,6.674,
163,03/04/23 02:30:00 AM,6.674,
164,03/04/23 02:35:00 AM,6.674,
165,03/04/23 02:40:00 AM,6.674,
166,03/04/23 02:45:00 AM,6.775,
167,03/04/23 02:50:00 AM,6.775,
168,03/04/23 02:55:00 AM,6.775,
169,03/04/23 03:00:00 AM,6.674,
170,03/04/23 03:05:00 AM,6.674,
171,03/04/23 03:10:00 AM,6.674,
172,03/04/23 03:15:00 AM,6.674,
173,03/04/23 03:20:00 AM,6.674,
174,03/04/23 03:25:00 AM,6.674,
175,03/04/23 03:30:00 AM,6.573,
176,03/04/23 03:35:00 AM,6.573,
177,03/04/23 03:40:00 AM,6.573,
178,03/04/23 03:45:00 AM,6.573,
179,03/04/23 03:50:00 AM,6.573,
180,03/04/23 03:55:00 AM,6.573,
181,03/04/23 04:00:00 AM,6.573,
182,03/04/23 04:05:00 AM,6.573,
183,03/04/23 04:10:00 AM,6.573,
184,03/04/23 04:15:00 AM,6.573,
185,03/04/23 04:20:00 AM,6.573,
186,03/04/23 04:25:00 AM,6.573,
187,03/04/23 04:30:00 AM,6.573,
188,03/04/23 04:35:00 AM,6.573,
189,03/04/23 04:40:00 AM,6.674,
190,03/04/23 04:45:00 AM,6.674,
191,03/04/23 04:50:00 AM,6.674,
192,03/04/23 04:55:00 AM,6.674,
193,03/04/23 05:00:00 AM,6.674,
194,03/04/23 05:05:00 AM,6.674,
195,03/04/23 05:10:00 AM,6.674,
196,03/04/23 05:15:00 AM,6.674,
197,03/04/23 05:20:00 AM,6.674,
198,03/04/23 05:25:00 AM,6.674,
199,03/04/23 05:30:00 AM,6.674,
200,03/04/23 05:35:00 AM,6.674,
201,03/04/23 05:40:00 AM,6.674,
202,03/04/23 05:45:00 AM,6.674,
203,03/04/23 05:50:00 AM,6.775,
204,03/04/23 05:55:00 AM,6.775,
205,03/04/23 06:00:00 AM,6.775,
206,03/04/23 06:05:00 AM,6.775,
207,03/04/23 06:10:00 AM,6.775,
208,03/04/23 06:15:00 AM,6.775,
209,03/04/23 06:20:00 AM,6.674,
210,03/04/23 06:25:00 AM,6.775,
211,03/04/23 06:30:00 AM,6.775,
212,03/04/23 06:35:00 AM,6.674,
213,03/04/23 06:40:00 AM,6.775,
214,03/04/23 06:45:00 AM,6.775,
215,03/04/23 06:50:00 AM,6.775,
216,03/04/23 06:55:00 AM,6.775,
217,03/04/23 07:00:00 AM,6.775,
218,03/04/23 07:05:00 AM,6.775,
219,03/04/23 07:10:00 AM,6.775,
220,03/04/23 07:15:00 AM,6.775,
221,03/04/23 07:20:00 AM,6.775,
222,03/04/23 07:25:00 AM,6.775,
223,03/04/23 07:30:00 AM,6.775,
224,03/04/23 07:35:00 AM,6.775,
225,03/04/23 07:40:00 AM,6.877,
226,03/04/23 07:45:00 AM,6.775,
227,03/04/23 07:50:00 AM,6.775,
228,03/04/23 07:55:00 AM,6.775,
229,03/04/23 08:00:00 AM,6.775,
230,03/04/23 08:05:00 AM,6.775,
231,03/04/23 08:10:00 AM,6.775,
232,03/04/23 08:15:00 AM,6.775,
233,03/04/23 08:20:00 AM,6.775,
234,03/04/23 08:25:00 AM,6.775,
235,03/04/23 08:30:00 AM,6.775,
236,03/04/23 08:35:00 AM,6.674,
237,03/04/23 08:40:00 AM,6.674,
238,03/04/23 08:45:00 AM,6.674,
239,03/04/23 08:50:00 AM,6.674,
240,03/04/23 08:55:00 AM,6.674,
241,03/04/23 09:00:00 AM,6.674,
242,03/04/23 09:05:00 AM,6.674,
243,03/04/23 09:10:00 AM,6.674,
244,03/04/23 09:15:00 AM,6.674,
245,03/04/23 09:20:00 AM,6.674,
246,03/04/23 09:25:00 AM,6.674,
247,03/04/23 09:30:00 AM,6.674,
248,03/04/23 09:35:00 AM,6.674,
249,03/04/23 09:40:00 AM,6.674,
250,03/04/23 09:45:00 AM,6.674,
251,03/04/23 09:50:00 AM,6.573,
252,03/04/23 09:55:00 AM,6.573,
253,03/04/23 10:00:00 AM,6.573,
254,03/04/23 10:05:00 AM,6.573,
255,03/04/23 10:10:00 AM,6.573,
256,03/04/23 10:15:00 AM,6.573,
257,03/04/23 10:20:00 AM,6.573,
258,03/04/23 10:25:00 AM,6.573,
259,03/04/23 10:30:00 AM,6.573,
260,03/04/23 10:35:00 AM,6.471,
261,03/04/23 10:40:00 AM,6.471,
262,03/04/23 10:45:00 AM,6.471,
263,03/04/23 10:50:00 AM,6.471,
264,03/04/23 10:55:00 AM,6.471,
265,03/04/23 11:00:00 AM,6.471,
266,03/04/23 11:05:00 AM,6.471,
267,03/04/23 11:10:00 AM,6.471,
268,03/04/23 11:15:00 AM,6.471,
269,03/04/23 11:20:00 AM,6.573,
270,03/04/23 11:25:00 AM,6.573,
271,03/04/23 11:30:00 AM,6.573,
272,03/04/23 11:35:00 AM,6.573,
273,03/04/23 11:40:00 AM,6.573,
274,03/04/23 11:45:00 AM,6.471,
275,03/04/23 11:50:00 AM,6.471,
276,03/04/23 11:55:00 AM,6.471,
277,03/04/23 12:00:00 PM,6.471,
278,03/04/23 12:05:00 PM,6.370,
279,03/04/23 12:10:00 PM,6.471,
280,03/04/23 12:15:00 PM,6.471,
281,03/04/23 12:20:00 PM,6.471,
282,03/04/23 12:25:00 PM,6.370,
283,03/04/23 12:30:00 PM,6.471,
284,03/04/23 12:35:00 PM,6.471,
285,03/04/23 12:40:00 PM,6.471,
286,03/04/23 12:45:00 PM,6.471,
287,03/04/23 12:50:00 PM,6.471,
288,03/04/23 12:55:00 PM,6.471,
289,03/04/23 01:00:00 PM,6.471,
290,03/04/23 01:05:00 PM,6.471,
291,03/04/23 01:10:00 PM,6.471,
292,03/04/23 01:15:00 PM,6.471,
293,03/04/23 01:20:00 PM,6.471,
294,03/04/23 01:25:00 PM,6.471,
295,03/04/23 01:30:00 PM,6.471,
296,03/04/23 01:35:00 PM,6.471,
297,03/04/23 01:40:00 PM,6.471,
298,03/04/23 01:45:00 PM,6.471,
299,03/04/23 01:50:00 PM,6.471,
300,03/04/23 01:55:00 PM,6.370,
301,03/04/23 02:00:00 PM,6.370,
302,03/04/23 02:05:00 PM,6.370,
303,03/04/23 02:10:00 PM,6.471,
304,03/04/23 02:15:00 PM,6.471,
305,03/04/23 02:20:00 PM,6.471,
306,03/04/23 02:25:00 PM,6.471,
307,03/04/23 02:30:00 PM,6.471,
308,03/04/23 02:35:00 PM,6.471,
309,03/04/23 02:40:00 PM,6.471,
310,03/04/23 02:45:00 PM,6.471,
311,03/04/23 02:50:00 PM,6.471,
312,03/04/23 02:55:00 PM,6.471,
313,03/04/23 03:00:00 PM,6.471,
314,03/04/23 03:05:00 PM,6.471,
315,03/04/23 03:10:00 PM,6.471,
316,03/04/23 03:15:00 PM,6.471,
317,03/04/23 03:20:00 PM,6.573,
318,03/04/23 03:25:00 PM,6.573,
319,03/04/23 03:30:00 PM,6.674,
320,03/04/23 03:35:00 PM,6.573,
321,03/04/23 03:40:00 PM,6.573,
322,03/04/23 03:45:00 PM,6.573,
323,03/04/23 03:50:00 PM,6.573,
324,03/04/23 03:55:00 PM,6.573,
325,03/04/23 04:00:00 PM,6.573,
326,03/04/23 04:05:00 PM,6.573,
327,03/04/23 04:10:00 PM,6.471,
328,03/04/23 04:15:00 PM,6.471,
329,03/04/23 04:20:00 PM,6.573,
330,03/04/23 04:25:00 PM,6.573,
331,03/04/23 04:30:00 PM,6.471,
332,03/04/23 04:35:00 PM,6.471,
333,03/04/23 04:40:00 PM,6.471,
334,03/04/23 04:45:00 PM,6.573,
335,03/04/23 04:50:00 PM,6.573,
336,03/04/23 04:55:00 PM,6.471,
337,03/04/23 05:00:00 PM,6.471,
338,03/04/23 05:05:00 PM,6.471,
339,03/04/23 05:10:00 PM,6.471,
340,03/04/23 05:15:00 PM,6.573,
341,03/04/23 05:20:00 PM,6.573,
342,03/04/23 05:25:00 PM,6.573,
343,03/04/23 05:30:00 PM,6.674,
344,03/04/23 05:35:00 PM,6.775,
345,03/04/23 05:40:00 PM,6.674,
346,03/04/23 05:45:00 PM,6.573,
347,03/04/23 05:50:00 PM,6.573,
348,03/04/23 05:55:00 PM,6.573,
349,03/04/23 06:00:00 PM,6.471,
350,03/04/23 06:05:00 PM,6.471,
351,03/04/23 06:10:00 PM,6.471,
352,03/04/23 06:15:00 PM,6.370,
353,03/04/23 06:20:00 PM,6.471,
354,03/04/23 06:25:00 PM,6.471,
355,03/04/23 06:30:00 PM,6.471,
356,03/04/23 06:35:00 PM,6.471,
357,03/04/23 06:40:00 PM,6.471,
358,03/04/23 06:45:00 PM,6.573,
359,03/04/23 06:50:00 PM,6.573,
360,03/04/23 06:55:00 PM,6.674,
361,03/04/23 07:00:00 PM,6.674,
362,03/04/23 07:05:00 PM,6.674,
363,03/04/23 07:10:00 PM,6.674,
364,03/04/23 07:15:00 PM,6.674,
365,03/04/23 07:20:00 PM,6.573,
366,03/04/23 07:25:00 PM,6.573,
367,03/04/23 07:30:00 PM,6.471,
368,03/04/23 07:35:00 PM,6.471,
369,03/04/23 07:40:00 PM,6.471,
370,03/04/23 07:45:00 PM,6.471,
371,03/04/23 07:50:00 PM,6.370,
372,03/04/23 07:55:00 PM,6.370,
373,03/04/23 08:00:00 PM,6.370,
374,03/04/23 08:05:00 PM,6.268,
375,03/04/23 08:10:00 PM,6.268,
376,03/04/23 08:15:00 PM,6.370,
377,03/04/23 08:20:00 PM,6.370,
378,03/04/23 08:25:00 PM,6.370,
379,03/04/23 08:30:00 PM,6.370,
380,03/04/23 08:35:00 PM,6.268,
381,03/04/23 08:40:00 PM,6.268,
382,03/04/23 08:45:00 PM,6.268,
383,03/04/23 08:50:00 PM,6.268,
384,03/04/23 08:55:00 PM,6.268,
385,03/04/23 09:00:00 PM,6.370,
386,03/04/23 09:05:00 PM,6.370,
387,03/04/23 09:10:00 PM,6.370,
388,03/04/23 09:15:00 PM,6.370,
389,03/04/23 09:20:00 PM,6.370,
390,03/04/23 09:25:00 PM,6.370,
391,03/04/23 09:30:00 PM,6.268,
392,03/04/23 09:35:00 PM,6.268,
393,03/04/23 09:40:00 PM,6.268,
394,03/04/23 09:45:00 PM,6.268,
395,03/04/23 09:50:00 PM,6.268,
396,03/04/23 09:55:00 PM,6.370,
397,03/04/23 10:00:00 PM,6.471,
398,03/04/23 10:05:00 PM,6.471,
399,03/04/23 10:10:00 PM,6.471,
400,03/04/23 10:15:00 PM,6.370,
401,03/04/23 10:20:00 PM,6.370,
402,03/04/23 10:25:00 PM,6.370,
403,03/04/23 10:30:00 PM,6.268,
404,03/04/23 10:35:00 PM,6.268,
405,03/04/23 10:40:00 PM,6.268,
406,03/04/23 10:45:00 PM,6.166,
407,03/04/23 10:50:00 PM,6.166,
408,03/04/23 10:55:00 PM,6.166,
409,03/04/23 11:00:00 PM,6.166,
410,03/04/23 11:05:00 PM,6.166,
411,03/04/23 11:10:00 PM,6.268,
412,03/04/23 11:15:00 PM,6.268,
413,03/04/23 11:20:00 PM,6.268,
414,03/04/23 11:25:00 PM,6.268,
415,03/04/23 11:30:00 PM,6.268,
416,03/04/23 11:35:00 PM,6.268,
417,03/04/23 11:40:00 PM,6.166,
418,03/04/23 11:45:00 PM,6.166,
419,03/04/23 11:50:00 PM,6.166,
420,03/04/23 11:55:00 PM,6.166,
421,03/05/23 12:00:00 AM,6.166,
422,03/05/23 12:05:00 AM,6.166,
423,03/05/23 12:10:00 AM,6.166,
424,03/05/23 12:15:00 AM,6.268,
425,03/05/23 12:20:00 AM,6.370,
426,03/05/23 12:25:00 AM,6.370,
427,03/05/23 12:30:00 AM,6.268,
428,03/05/23 12:35:00 AM,6.268,
429,03/05/23 12:40:00 AM,6.166,
430,03/05/23 12:45:00 AM,6.166,
431,03/05/23 12:50:00 AM,6.064,
432,03/05/23 12:55:00 AM,6.064,
433,03/05/23 01:00:00 AM,6.064,
434,03/05/23 01:05:00 AM,6.064,
435,03/05/23 01:10:00 AM,6.064,
436,03/05/23 01:15:00 AM,6.064,
437,03/05/23 01:20:00 AM,6.166,
438,03/05/23 01:25:00 AM,6.268,
439,03/05/23 01:30:00 AM,6.268,
440,03/05/23 01:35:00 AM,6.166,
441,03/05/23 01:40:00 AM,6.166,
442,03/05/23 01:45:00 AM,6.166,
443,03/05/23 01:50:00 AM,6.166,
444,03/05/23 01:55:00 AM,6.166,
445,03/05/23 02:00:00 AM,6.166,
446,03/05/23 02:05:00 AM,6.064,
447,03/05/23 02:10:00 AM,6.166,
448,03/05/23 02:15:00 AM,6.064,
449,03/05/23 02:20:00 AM,6.064,
450,03/05/23 02:25:00 AM,6.064,
451,03/05/23 02:30:00 AM,6.064,
452,03/05/23 02:35:00 AM,6.064,
453,03/05/23 02:40:00 AM,6.064,
454,03/05/23 02:45:00 AM,6.064,
455,03/05/23 02:50:00 AM,5.962,
456,03/05/23 02:55:00 AM,5.962,
457,03/05/23 03:00:00 AM,5.962,
458,03/05/23 03:05:00 AM,5.962,
459,03/05/23 03:10:00 AM,5.962,
460,03/05/23 03:15:00 AM,6.064,
461,03/05/23 03:20:00 AM,5.962,
462,03/05/23 03:25:00 AM,5.962,
463,03/05/23 03:30:00 AM,5.962,
464,03/05/23 03:35:00 AM,5.962,
465,03/05/23 03:40:00 AM,5.962,
466,03/05/23 03:45:00 AM,6.064,
467,03/05/23 03:50:00 AM,6.064,
468,03/05/23 03:55:00 AM,6.166,
469,03/05/23 04:00:00 AM,6.166,
470,03/05/23 04:05:00 AM,6.166,
471,03/05/23 04:10:00 AM,6.268,
472,03/05/23 04:15:00 AM,6.370,
473,03/05/23 04:20:00 AM,6.370,
474,03/05/23 04:25:00 AM,6.471,
475,03/05/23 04:30:00 AM,6.471,
476,03/05/23 04:35:00 AM,6.471,
477,03/05/23 04:40:00 AM,6.370,
478,03/05/23 04:45:00 AM,6.370,
479,03/05/23 04:50:00 AM,6.370,
480,03/05/23 04:55:00 AM,6.370,
481,03/05/23 05:00:00 AM,6.370,
482,03/05/23 05:05:00 AM,6.370,
483,03/05/23 05:10:00 AM,6.471,
484,03/05/23 05:15:00 AM,6.370,
485,03/05/23 05:20:00 AM,6.370,
486,03/05/23 05:25:00 AM,6.370,
487,03/05/23 05:30:00 AM,6.370,
488,03/05/23 05:35:00 AM,6.471,
489,03/05/23 05:40:00 AM,6.471,
490,03/05/23 05:45:00 AM,6.471,
491,03/05/23 05:50:00 AM,6.471,
492,03/05/23 05:55:00 AM,6.471,
493,03/05/23 06:00:00 AM,6.471,
494,03/05/23 06:05:00 AM,6.573,
495,03/05/23 06:10:00 AM,6.573,
496,03/05/23 06:15:00 AM,6.471,
497,03/05/23 06:20:00 AM,6.471,
498,03/05/23 06:25:00 AM,6.471,
499,03/05/23 06:30:00 AM,6.471,
500,03/05/23 06:35:00 AM,6.370,
501,03/05/23 06:40:00 AM,6.471,
502,03/05/23 06:45:00 AM,6.471,
503,03/05/23 06:50:00 AM,6.471,
504,03/05/23 06:55:00 AM,6.471,
505,03/05/23 07:00:00 AM,6.573,
506,03/05/23 07:05:00 AM,6.573,
507,03/05/23 07:10:00 AM,6.573,
508,03/05/23 07:15:00 AM,6.573,
509,03/05/23 07:20:00 AM,6.573,
510,03/05/23 07:25:00 AM,6.573,
511,03/05/23 07:30:00 AM,6.573,
512,03/05/23 07:35:00 AM,6.573,
513,03/05/23 07:40:00 AM,6.573,
514,03/05/23 07:45:00 AM,6.573,
515,03/05/23 07:50:00 AM,6.573,
516,03/05/23 07:55:00 AM,6.471,
517,03/05/23 08:00:00 AM,6.268,
518,03/05/23 08:05:00 AM,6.268,
519,03/05/23 08:10:00 AM,6.166,
520,03/05/23 08:15:00 AM,6.166,
521,03/05/23 08:20:00 AM,6.268,
522,03/05/23 08:25:00 AM,6.268,
523,03/05/23 08:30:00 AM,6.268,
524,03/05/23 08:35:00 AM,6.370,
525,03/05/23 08:40:00 AM,6.471,
526,03/05/23 08:45:00 AM,6.573,
527,03/05/23 08:50:00 AM,6.674,
528,03/05/23 08:55:00 AM,6.674,
529,03/05/23 09:00:00 AM,6.674,
530,03/05/23 09:05:00 AM,6.674,
531,03/05/23 09:10:00 AM,6.674,
532,03/05/23 09:15:00 AM,6.674,
533,03/05/23 09:20:00 AM,6.573,
534,03/05/23 09:25:00 AM,6.573,
535,03/05/23 09:30:00 AM,6.573,
536,03/05/23 09:35:00 AM,6.674,
537,03/05/23 09:40:00 AM,6.573,
538,03/05/23 09:45:00 AM,6.674,
539,03/05/23 09:50:00 AM,6.674,
540,03/05/23 09:55:00 AM,6.674,
541,03/05/23 10:00:00 AM,6.674,
542,03/05/23 10:05:00 AM,6.674,
543,03/05/23 10:10:00 AM,6.674,
544,03/05/23 10:15:00 AM,6.674,
545,03/05/23 10:20:00 AM,6.674,
546,03/05/23 10:25:00 AM,6.674,
547,03/05/23 10:30:00 AM,6.674,
548,03/05/23 10:35:00 AM,6.674,
549,03/05/23 10:40:00 AM,6.674,
550,03/05/23 10:45:00 AM,6.674,
551,03/05/23 10:50:00 AM,6.674,
552,03/05/23 10:55:00 AM,6.573,
553,03/05/23 11:00:00 AM,6.573,
554,03/05/23 11:05:00 AM,6.674,
555,03/05/23 11:10:00 AM,6.674,
556,03/05/23 11:15:00 AM,6.674,
557,03/05/23 11:20:00 AM,6.775,
558,03/05/23 11:25:00 AM,6.775,
559,03/05/23 11:30:00 AM,6.877,
560,03/05/23 11:35:00 AM,6.877,
561,03/05/23 11:40:00 AM,6.877,
562,03/05/23 11:45:00 AM,6.877,
563,03/05/23 11:50:00 AM,6.877,
564,03/05/23 11:55:00 AM,6.877,
565,03/05/23 12:00:00 PM,6.877,
566,03/05/23 12:05:00 PM,6.775,
567,03/05/23 12:10:00 PM,6.775,
568,03/05/23 12:15:00 PM,6.775,
569,03/05/23 12:20:00 PM,6.775,
570,03/05/23 12:25:00 PM,6.775,
571,03/05/23 12:30:00 PM,6.877,
572,03/05/23 12:35:00 PM,6.877,
573,03/05/23 12:40:00 PM,6.877,
574,03/05/23 12:45:00 PM,6.877,
575,03/05/23 12:50:00 PM,6.877,
576,03/05/23 12:55:00 PM,6.877,
577,03/05/23 01:00:00 PM,6.877,
578,03/05/23 01:05:00 PM,6.978,
579,03/05/23 01:10:00 PM,6.978,
580,03/05/23 01:15:00 PM,7.079,
581,03/05/23 01:20:00 PM,7.079,
582,03/05/23 01:25:00 PM,7.079,
583,03/05/23 01:30:00 PM,6.978,
584,03/05/23 01:35:00 PM,6.978,
585,03/05/23 01:40:00 PM,6.978,
586,03/05/23 01:45:00 PM,6.978,
587,03/05/23 01:50:00 PM,6.978,
588,03/05/23 01:55:00 PM,7.079,
589,03/05/23 02:00:00 PM,7.179,
590,03/05/23 02:05:00 PM,7.179,
591,03/05/23 02:10:00 PM,7.079,
592,03/05/23 02:15:00 PM,7.079,
593,03/05/23 02:20:00 PM,7.079,
594,03/05/23 02:25:00 PM,7.079,
595,03/05/23 02:30:00 PM,7.381,
596,03/05/23 02:35:00 PM,7.682,
597,03/05/23 02:40:00 PM,7.983,
598,03/05/23 02:45:00 PM,8.082,
599,03/05/23 02:50:00 PM,8.082,
600,03/05/23 02:55:00 PM,8.082,
601,03/05/23 03:00:00 PM,8.382,
602,03/05/23 03:05:00 PM,8.879,
603,03/05/23 03:10:00 PM,9.275,
604,03/05/23 03:15:00 PM,9.669,
605,03/05/23 03:20:00 PM,9.768,
606,03/05/23 03:25:00 PM,9.866,
607,03/05/23 03:30:00 PM,7.983,
608,03/05/23 03:35:00 PM,7.381,
609,03/05/23 03:40:00 PM,7.280,
610,03/05/23 03:45:00 PM,7.280,
611,03/05/23 03:50:00 PM,7.280,
612,03/05/23 03:55:00 PM,7.280,
613,03/05/23 04:00:00 PM,7.179,
614,03/05/23 04:05:00 PM,7.179,
615,03/05/23 04:10:00 PM,7.179,
616,03/05/23 04:15:00 PM,7.179,
617,03/05/23 04:20:00 PM,7.179,
618,03/05/23 04:25:00 PM,7.179,
619,03/05/23 04:30:00 PM,7.179,
620,03/05/23 04:35:00 PM,7.179,
621,03/05/23 04:40:00 PM,7.179,
622,03/05/23 04:45:00 PM,7.179,
623,03/05/23 04:50:00 PM,7.179,
624,03/05/23 04:55:00 PM,7.179,
625,03/05/23 05:00:00 PM,7.179,
626,03/05/23 05:05:00 PM,7.179,
627,03/05/23 05:10:00 PM,7.179,
628,03/05/23 05:15:00 PM,7.179,
629,03/05/23 05:20:00 PM,7.179,
